"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"CHM00054511","BEIJING, CH","2012-07-12","82","90","74"
"CHM00054511","BEIJING, CH","2012-07-13","81","87","73"
"CHM00054511","BEIJING, CH","2012-07-14","81","89","75"
"CHM00054511","BEIJING, CH","2012-07-15","82","92","71"
"CHM00054511","BEIJING, CH","2012-07-16","83","93","73"
"CHM00054511","BEIJING, CH","2012-07-17","82","90","75"
"CHM00054511","BEIJING, CH","2012-07-18","80","87","74"
"CHM00054511","BEIJING, CH","2012-07-19","82","88","76"
"CHM00054511","BEIJING, CH","2012-07-20","85","91","79"
"CHM00054511","BEIJING, CH","2012-07-21","80","88","75"
"CHM00054511","BEIJING, CH","2012-07-22","84","96","74"
"CHM00054511","BEIJING, CH","2012-07-23","83","90","73"
"CHM00054511","BEIJING, CH","2012-07-24","83","90","76"
"CHM00054511","BEIJING, CH","2012-07-25","81","87","78"
"CHM00054511","BEIJING, CH","2012-07-26","78","81","77"
"CHM00054511","BEIJING, CH","2012-07-27","80","86","76"
"CHM00054511","BEIJING, CH","2012-07-28","83","89","78"
"CHM00054511","BEIJING, CH","2012-07-29","87","96","74"
"CHM00054511","BEIJING, CH","2012-07-30","82","88","78"
"CHM00054511","BEIJING, CH","2012-07-31","70","80","67"
"CHM00054511","BEIJING, CH","2012-08-01","70","74","68"
"CHM00054511","BEIJING, CH","2012-08-02","78","87","68"
"CHM00054511","BEIJING, CH","2012-08-03","80","87","76"
"CHM00054511","BEIJING, CH","2012-08-04","83","90","73"
"CHM00054511","BEIJING, CH","2012-08-05","82","88","77"
"CHM00054511","BEIJING, CH","2012-08-06","83","90","75"
"CHM00054511","BEIJING, CH","2012-08-07","83","90","77"
"CHM00054511","BEIJING, CH","2012-08-08","83","91","80"
"CHM00054511","BEIJING, CH","2012-08-09","83","92","74"
"CHM00054511","BEIJING, CH","2012-08-10","83","91","74"
"CHM00054511","BEIJING, CH","2012-08-11","78","85","73"
"CHM00054511","BEIJING, CH","2012-08-12","75","84","69"
"CHM00054511","BEIJING, CH","2012-08-13","77","85","70"
"CHM00054511","BEIJING, CH","2012-08-14","72","78","69"
"CHM00054511","BEIJING, CH","2012-08-15","75","89","63"
"CHM00054511","BEIJING, CH","2012-08-16","80","88","71"
"CHM00054511","BEIJING, CH","2012-08-17","78","85","73"
"CHM00054511","BEIJING, CH","2012-08-18","76","80","73"
"CHM00054511","BEIJING, CH","2012-08-19","79","88","70"
"CHM00054511","BEIJING, CH","2012-08-20","79","90","74"
"CHM00054511","BEIJING, CH","2012-08-21","77","83","70"
"CHM00054511","BEIJING, CH","2012-08-22","74","83","62"
"CHM00054511","BEIJING, CH","2012-08-23","74","84","63"
"CHM00054511","BEIJING, CH","2012-08-24","74","85","64"
"CHM00054511","BEIJING, CH","2012-08-25","75","84","65"
"CHM00054511","BEIJING, CH","2012-08-26","78","85","69"
"CHM00054511","BEIJING, CH","2012-08-27","79","85","74"
"CHM00054511","BEIJING, CH","2012-08-28","81","91","73"
"CHM00054511","BEIJING, CH","2012-08-29","85","95","73"
"CHM00054511","BEIJING, CH","2012-08-30","83","91","76"
"CHM00054511","BEIJING, CH","2012-08-31","82","89","77"
"CHM00054511","BEIJING, CH","2012-09-01","79","86","75"
"CHM00054511","BEIJING, CH","2012-09-02","72","79","65"
"CHM00054511","BEIJING, CH","2012-09-03","71","78","64"
"CHM00054511","BEIJING, CH","2012-09-04","71","81","55"
"CHM00054511","BEIJING, CH","2012-09-05","69","81","57"
"CHM00054511","BEIJING, CH","2012-09-06","66","75","60"
"CHM00054511","BEIJING, CH","2012-09-07","69","78","64"
"CHM00054511","BEIJING, CH","2012-09-08","73","80","67"
"CHM00054511","BEIJING, CH","2012-09-09","73","82","65"
"CHM00054511","BEIJING, CH","2012-09-10","74","81","67"
"CHM00054511","BEIJING, CH","2012-09-11","72","77","69"
"CHM00054511","BEIJING, CH","2012-09-12","70","76","65"
"CHM00054511","BEIJING, CH","2012-09-13","67","78","54"
"CHM00054511","BEIJING, CH","2012-09-14","69","78","55"
"CHM00054511","BEIJING, CH","2012-09-15","68","81","57"
"CHM00054511","BEIJING, CH","2012-09-16","69","80","57"
"CHM00054511","BEIJING, CH","2012-09-17","70","82","57"
"CHM00054511","BEIJING, CH","2012-09-18","71","85","58"
"CHM00054511","BEIJING, CH","2012-09-19","72","84","59"
"CHM00054511","BEIJING, CH","2012-09-20","72","82","62"
"CHM00054511","BEIJING, CH","2012-09-21","71","79","64"
"CHM00054511","BEIJING, CH","2012-09-22","72","80","66"
"CHM00054511","BEIJING, CH","2012-09-23","72","82","62"
"CHM00054511","BEIJING, CH","2012-09-24","71","78","64"
"CHM00054511","BEIJING, CH","2012-09-25","68","75","61"
"CHM00054511","BEIJING, CH","2012-09-26","69","82","56"
"CHM00054511","BEIJING, CH","2012-09-27","62","74","57"
"CHM00054511","BEIJING, CH","2012-09-28","67","75","60"
"CHM00054511","BEIJING, CH","2012-09-29","63","77","49"
"CHM00054511","BEIJING, CH","2012-09-30","67","80","51"
"CHM00054511","BEIJING, CH","2012-10-01","64","79","51"
"CHM00054511","BEIJING, CH","2012-10-02","64","79","52"
"CHM00054511","BEIJING, CH","2012-10-03","67","78","60"
"CHM00054511","BEIJING, CH","2012-10-04","69","77","51"
"CHM00054511","BEIJING, CH","2012-10-05","64","76","53"
"CHM00054511","BEIJING, CH","2012-10-06","64","77","54"
"CHM00054511","BEIJING, CH","2012-10-07","65","76","54"
"CHM00054511","BEIJING, CH","2012-10-08","65","75","53"
"CHM00054511","BEIJING, CH","2012-10-09","65","74","61"
"CHM00054511","BEIJING, CH","2012-10-10","62","71","51"
"CHM00054511","BEIJING, CH","2012-10-11","59","71","46"
"CHM00054511","BEIJING, CH","2012-10-12","60","74","49"
"CHM00054511","BEIJING, CH","2012-10-13","62","69","56"
"CHM00054511","BEIJING, CH","2012-10-14","56","66","43"
"CHM00054511","BEIJING, CH","2012-10-15","57","63","52"
"CHM00054511","BEIJING, CH","2012-10-16","57","63","53"
"CHM00054511","BEIJING, CH","2012-10-17","51","65","39"
"CHM00054511","BEIJING, CH","2012-10-18","54","69","38"
"CHM00054511","BEIJING, CH","2012-10-19","53","67","43"
"CHM00054511","BEIJING, CH","2012-10-20","57","72","46"
"CHM00054511","BEIJING, CH","2012-10-21","52","59","49"
"CHM00054511","BEIJING, CH","2012-10-22","53","64","45"
"CHM00054511","BEIJING, CH","2012-10-23","54","69","40"
"CHM00054511","BEIJING, CH","2012-10-24","56","74","43"
"CHM00054511","BEIJING, CH","2012-10-25","55","68","46"
"CHM00054511","BEIJING, CH","2012-10-26","56","61","52"
"CHM00054511","BEIJING, CH","2012-10-27","61","72","50"
"CHM00054511","BEIJING, CH","2012-10-28","54","64","47"
"CHM00054511","BEIJING, CH","2012-10-29","53","63","48"
"CHM00054511","BEIJING, CH","2012-10-30","47","55","35"
"CHM00054511","BEIJING, CH","2012-10-31","48","60","34"
"CHM00054511","BEIJING, CH","2012-11-01","48","62","35"
"CHM00054511","BEIJING, CH","2012-11-02","49","57","41"
"CHM00054511","BEIJING, CH","2012-11-03","47","52","41"
"CHM00054511","BEIJING, CH","2012-11-04","37","41","33"
"CHM00054511","BEIJING, CH","2012-11-05","45","51","40"
"CHM00054511","BEIJING, CH","2012-11-06","44","54","33"
"CHM00054511","BEIJING, CH","2012-11-07","47","61","35"
"CHM00054511","BEIJING, CH","2012-11-08","44","57","33"
"CHM00054511","BEIJING, CH","2012-11-09","47","56","37"
"CHM00054511","BEIJING, CH","2012-11-10","44","50","40"
"CHM00054511","BEIJING, CH","2012-11-11","40","46","35"
"CHM00054511","BEIJING, CH","2012-11-12","42","49","28"
"CHM00054511","BEIJING, CH","2012-11-13","39","45","33"
"CHM00054511","BEIJING, CH","2012-11-14","37","48","31"
"CHM00054511","BEIJING, CH","2012-11-15","37","47","26"
"CHM00054511","BEIJING, CH","2012-11-16","39","46","34"
"CHM00054511","BEIJING, CH","2012-11-17","38","51","29"
"CHM00054511","BEIJING, CH","2012-11-18","40","49","32"
"CHM00054511","BEIJING, CH","2012-11-19","41","49","35"
"CHM00054511","BEIJING, CH","2012-11-20","40","52","29"
"CHM00054511","BEIJING, CH","2012-11-21","38","50","30"
"CHM00054511","BEIJING, CH","2012-11-22","39","46","33"
"CHM00054511","BEIJING, CH","2012-11-23","35","42","26"
"CHM00054511","BEIJING, CH","2012-11-24","33","44","23"
"CHM00054511","BEIJING, CH","2012-11-25","38","46","29"
"CHM00054511","BEIJING, CH","2012-11-26","38","45","31"
"CHM00054511","BEIJING, CH","2012-11-27","34","41","27"
"CHM00054511","BEIJING, CH","2012-11-28","37","45","31"
"CHM00054511","BEIJING, CH","2012-11-29","30","40","23"
"CHM00054511","BEIJING, CH","2012-11-30","28","32","24"
"CHM00054511","BEIJING, CH","2012-12-01","26","31","21"
"CHM00054511","BEIJING, CH","2012-12-02","25","28","21"
"CHM00054511","BEIJING, CH","2012-12-03","32","38","23"
"CHM00054511","BEIJING, CH","2012-12-04","28","37","19"
"CHM00054511","BEIJING, CH","2012-12-05","28","35","25"
"CHM00054511","BEIJING, CH","2012-12-06","22","28","17"
"CHM00054511","BEIJING, CH","2012-12-07","26","32","20"
"CHM00054511","BEIJING, CH","2012-12-08","20","29","15"
"CHM00054511","BEIJING, CH","2012-12-09","25","35","17"
"CHM00054511","BEIJING, CH","2012-12-10","26","31","21"
"CHM00054511","BEIJING, CH","2012-12-11","24","32","16"
"CHM00054511","BEIJING, CH","2012-12-12","28","31","25"
"CHM00054511","BEIJING, CH","2012-12-13","30","31","28"
"CHM00054511","BEIJING, CH","2012-12-14","32","35","29"
"CHM00054511","BEIJING, CH","2012-12-15","34","36","32"
"CHM00054511","BEIJING, CH","2012-12-16","30","34","29"
"CHM00054511","BEIJING, CH","2012-12-17","27","31","25"
"CHM00054511","BEIJING, CH","2012-12-18","24","31","17"
"CHM00054511","BEIJING, CH","2012-12-19","24","27","21"
"CHM00054511","BEIJING, CH","2012-12-20","24","29","19"
"CHM00054511","BEIJING, CH","2012-12-21","27","35","20"
"CHM00054511","BEIJING, CH","2012-12-22","23","30","18"
"CHM00054511","BEIJING, CH","2012-12-23","15","22","11"
"CHM00054511","BEIJING, CH","2012-12-24","15","25","7"
"CHM00054511","BEIJING, CH","2012-12-25","16","22","13"
"CHM00054511","BEIJING, CH","2012-12-26","16","24","9"
"CHM00054511","BEIJING, CH","2012-12-27","17","24","11"
"CHM00054511","BEIJING, CH","2012-12-28","23","25","16"
"CHM00054511","BEIJING, CH","2012-12-29","25","29","21"
"CHM00054511","BEIJING, CH","2012-12-30","26","32","13"
"CHM00054511","BEIJING, CH","2012-12-31","21","32","11"
"CHM00054511","BEIJING, CH","2013-01-01","17","28",
"CHM00054511","BEIJING, CH","2013-01-02","13","21",
"CHM00054511","BEIJING, CH","2013-01-03","13","25",
"CHM00054511","BEIJING, CH","2013-01-04","15",,
"CHM00054511","BEIJING, CH","2013-01-05","19","32","7"
"CHM00054511","BEIJING, CH","2013-01-06","19",,
"CHM00054511","BEIJING, CH","2013-01-07","20","34",
"CHM00054511","BEIJING, CH","2013-01-08","19",,
"CHM00054511","BEIJING, CH","2013-01-09","19",,
"CHM00054511","BEIJING, CH","2013-01-10","22","28",
"CHM00054511","BEIJING, CH","2013-01-11","22",,
"CHM00054511","BEIJING, CH","2013-01-12","22",,
"CHM00054511","BEIJING, CH","2013-01-13","24",,
"CHM00054511","BEIJING, CH","2013-01-14","26","32","15"
"CHM00054511","BEIJING, CH","2013-01-15","23","31",
"CHM00054511","BEIJING, CH","2013-01-16","23",,
"CHM00054511","BEIJING, CH","2013-01-17","24",,
"CHM00054511","BEIJING, CH","2013-01-18","24","37",
"CHM00054511","BEIJING, CH","2013-01-19","30","37",
"CHM00054511","BEIJING, CH","2013-01-20","27","30",
"CHM00054511","BEIJING, CH","2013-01-21","26","39",
"CHM00054511","BEIJING, CH","2013-01-22","23","31",
"CHM00054511","BEIJING, CH","2013-01-23","25","33",
"CHM00054511","BEIJING, CH","2013-01-24","27",,
"CHM00054511","BEIJING, CH","2013-01-25","20","31",
"CHM00054511","BEIJING, CH","2013-01-26","24",,
"CHM00054511","BEIJING, CH","2013-01-27","25","33",
"CHM00054511","BEIJING, CH","2013-01-28","27",,
"CHM00054511","BEIJING, CH","2013-01-29","26","31","21"
"CHM00054511","BEIJING, CH","2013-01-30","28","30",
"CHM00054511","BEIJING, CH","2013-01-31","29",,
"CHM00054511","BEIJING, CH","2013-02-01","28","38",
"CHM00054511","BEIJING, CH","2013-02-02","30",,"19"
"CHM00054511","BEIJING, CH","2013-02-03","26","30",
"CHM00054511","BEIJING, CH","2013-02-04","28","35","22"
"CHM00054511","BEIJING, CH","2013-02-05","23",,
"CHM00054511","BEIJING, CH","2013-02-06","21",,
"CHM00054511","BEIJING, CH","2013-02-07","16","27",
"CHM00054511","BEIJING, CH","2013-02-08","19","27",
"CHM00054511","BEIJING, CH","2013-02-09","26",,"12"
"CHM00054511","BEIJING, CH","2013-02-10","25",,
"CHM00054511","BEIJING, CH","2013-02-11","24","30",
"CHM00054511","BEIJING, CH","2013-02-12","30",,
"CHM00054511","BEIJING, CH","2013-02-13","31",,"18"
"CHM00054511","BEIJING, CH","2013-02-14","30",,
"CHM00054511","BEIJING, CH","2013-02-15","28","37","17"
"CHM00054511","BEIJING, CH","2013-02-16","31",,"20"
"CHM00054511","BEIJING, CH","2013-02-17","33",,
"CHM00054511","BEIJING, CH","2013-02-18","29",,
"CHM00054511","BEIJING, CH","2013-02-19","26",,
"CHM00054511","BEIJING, CH","2013-02-20","30","45","18"
"CHM00054511","BEIJING, CH","2013-02-21","28","38",
"CHM00054511","BEIJING, CH","2013-02-22","33","45",
"CHM00054511","BEIJING, CH","2013-02-23","35","51",
"CHM00054511","BEIJING, CH","2013-02-24","34","40","27"
"CHM00054511","BEIJING, CH","2013-02-25","29","36",
"CHM00054511","BEIJING, CH","2013-02-26","35",,
"CHM00054511","BEIJING, CH","2013-02-27","46",,"27"
"CHM00054511","BEIJING, CH","2013-02-28","37",,
"CHM00054511","BEIJING, CH","2013-03-01","33","43",
"CHM00054511","BEIJING, CH","2013-03-02","31","40",
"CHM00054511","BEIJING, CH","2013-03-03","44",,"23"
"CHM00054511","BEIJING, CH","2013-03-04","46",,
"CHM00054511","BEIJING, CH","2013-03-05","44","60","33"
"CHM00054511","BEIJING, CH","2013-03-06","42","58",
"CHM00054511","BEIJING, CH","2013-03-07","48","67",
"CHM00054511","BEIJING, CH","2013-03-08","47","72",
"CHM00054511","BEIJING, CH","2013-03-09","43",,
"CHM00054511","BEIJING, CH","2013-03-10","42",,"28"
"CHM00054511","BEIJING, CH","2013-03-11","45",,"30"
"CHM00054511","BEIJING, CH","2013-03-12","38","46",
"CHM00054511","BEIJING, CH","2013-03-13","38","47",
"CHM00054511","BEIJING, CH","2013-03-14","38",,
"CHM00054511","BEIJING, CH","2013-03-15","43","54","31"
"CHM00054511","BEIJING, CH","2013-03-16","48",,
"CHM00054511","BEIJING, CH","2013-03-17","49",,"40"
"CHM00054511","BEIJING, CH","2013-03-18","42",,
"CHM00054511","BEIJING, CH","2013-03-19","34","44",
"CHM00054511","BEIJING, CH","2013-03-20","36","43","27"
"CHM00054511","BEIJING, CH","2013-03-21","40","48","30"
"CHM00054511","BEIJING, CH","2013-03-22","42","51",
"CHM00054511","BEIJING, CH","2013-03-23","39",,
"CHM00054511","BEIJING, CH","2013-03-24","40",,
"CHM00054511","BEIJING, CH","2013-03-25","42","52","29"
"CHM00054511","BEIJING, CH","2013-03-26","47","57","35"
"CHM00054511","BEIJING, CH","2013-03-27","51",,
"CHM00054511","BEIJING, CH","2013-03-28","45",,
"CHM00054511","BEIJING, CH","2013-03-29","42","53",
"CHM00054511","BEIJING, CH","2013-03-30","43",,"37"
"CHM00054511","BEIJING, CH","2013-03-31","42","48",
"CHM00054511","BEIJING, CH","2013-04-01","48","61",
"CHM00054511","BEIJING, CH","2013-04-02","51","65",
"CHM00054511","BEIJING, CH","2013-04-03","54",,"42"
"CHM00054511","BEIJING, CH","2013-04-04","45","55",
"CHM00054511","BEIJING, CH","2013-04-05","45","58",
"CHM00054511","BEIJING, CH","2013-04-06","48","59","33"
"CHM00054511","BEIJING, CH","2013-04-07","50","62","35"
"CHM00054511","BEIJING, CH","2013-04-08","48","56",
"CHM00054511","BEIJING, CH","2013-04-09","47",,
"CHM00054511","BEIJING, CH","2013-04-10","48",,
"CHM00054511","BEIJING, CH","2013-04-11","51",,
"CHM00054511","BEIJING, CH","2013-04-12","60","75",
"CHM00054511","BEIJING, CH","2013-04-13","61",,
"CHM00054511","BEIJING, CH","2013-04-14","53",,
"CHM00054511","BEIJING, CH","2013-04-15","55",,
"CHM00054511","BEIJING, CH","2013-04-16","56","71","46"
"CHM00054511","BEIJING, CH","2013-04-17","53","63",
"CHM00054511","BEIJING, CH","2013-04-18","51",,
"CHM00054511","BEIJING, CH","2013-04-19","42",,
"CHM00054511","BEIJING, CH","2013-04-20","50",,"37"
"CHM00054511","BEIJING, CH","2013-04-21","55",,"41"
"CHM00054511","BEIJING, CH","2013-04-22","55",,"46"
"CHM00054511","BEIJING, CH","2013-04-23","52",,
"CHM00054511","BEIJING, CH","2013-04-24","62",,"43"
"CHM00054511","BEIJING, CH","2013-04-25","60",,
"CHM00054511","BEIJING, CH","2013-04-26","64","76","46"
"CHM00054511","BEIJING, CH","2013-04-27","64","75",
"CHM00054511","BEIJING, CH","2013-04-28","60",,
"CHM00054511","BEIJING, CH","2013-04-29","72","84","48"
"CHM00054511","BEIJING, CH","2013-04-30","66",,
"CHM00054511","BEIJING, CH","2013-05-01","66",,"47"
"CHM00054511","BEIJING, CH","2013-05-02","64",,
"CHM00054511","BEIJING, CH","2013-05-03","64",,
"CHM00054511","BEIJING, CH","2013-05-04","66",,
"CHM00054511","BEIJING, CH","2013-05-05","70",,"56"
"CHM00054511","BEIJING, CH","2013-05-06","74",,
"CHM00054511","BEIJING, CH","2013-05-07","74",,
"CHM00054511","BEIJING, CH","2013-05-08","69",,
"CHM00054511","BEIJING, CH","2013-05-09","59",,
"CHM00054511","BEIJING, CH","2013-05-10","73",,
"CHM00054511","BEIJING, CH","2013-05-11","74",,
"CHM00054511","BEIJING, CH","2013-05-12","71",,
"CHM00054511","BEIJING, CH","2013-05-13","72",,
"CHM00054511","BEIJING, CH","2013-05-14","74",,
"CHM00054511","BEIJING, CH","2013-05-15","71",,
"CHM00054511","BEIJING, CH","2013-05-16","71",,"58"
"CHM00054511","BEIJING, CH","2013-05-17","69",,"63"
"CHM00054511","BEIJING, CH","2013-05-18","68",,
"CHM00054511","BEIJING, CH","2013-05-19","67",,
"CHM00054511","BEIJING, CH","2013-05-20","74",,"53"
"CHM00054511","BEIJING, CH","2013-05-21","73",,
"CHM00054511","BEIJING, CH","2013-05-22","73",,
"CHM00054511","BEIJING, CH","2013-05-23","74",,"63"
"CHM00054511","BEIJING, CH","2013-05-24","73",,
"CHM00054511","BEIJING, CH","2013-05-25","76",,"64"
"CHM00054511","BEIJING, CH","2013-05-26","67",,
"CHM00054511","BEIJING, CH","2013-05-27","68",,"62"
"CHM00054511","BEIJING, CH","2013-05-28","70",,
"CHM00054511","BEIJING, CH","2013-05-29","75",,
"CHM00054511","BEIJING, CH","2013-05-30","82",,"59"
"CHM00054511","BEIJING, CH","2013-05-31","76",,
"CHM00054511","BEIJING, CH","2013-06-01","77",,
"CHM00054511","BEIJING, CH","2013-06-02","72",,
"CHM00054511","BEIJING, CH","2013-06-03","81",,"65"
"CHM00054511","BEIJING, CH","2013-06-04","67",,
"CHM00054511","BEIJING, CH","2013-06-05","66",,
"CHM00054511","BEIJING, CH","2013-06-06","68",,
"CHM00054511","BEIJING, CH","2013-06-07","69",,
"CHM00054511","BEIJING, CH","2013-06-08","69",,"67"
"CHM00054511","BEIJING, CH","2013-06-09","63",,
"CHM00054511","BEIJING, CH","2013-06-10","69",,"62"
"CHM00054511","BEIJING, CH","2013-06-11","68","79",
"CHM00054511","BEIJING, CH","2013-06-12","72",,"58"
"CHM00054511","BEIJING, CH","2013-06-13","77",,"65"
"CHM00054511","BEIJING, CH","2013-06-14","78",,"66"
"CHM00054511","BEIJING, CH","2013-06-15","79",,"67"
"CHM00054511","BEIJING, CH","2013-06-16","72",,
"CHM00054511","BEIJING, CH","2013-06-17","79",,"71"
"CHM00054511","BEIJING, CH","2013-06-18","82",,
"CHM00054511","BEIJING, CH","2013-06-19","86",,"72"
"CHM00054511","BEIJING, CH","2013-06-20","80",,
"CHM00054511","BEIJING, CH","2013-06-21","80",,
"CHM00054511","BEIJING, CH","2013-06-22","70",,
"CHM00054511","BEIJING, CH","2013-06-23","79",,"67"
"CHM00054511","BEIJING, CH","2013-06-24","77",,
"CHM00054511","BEIJING, CH","2013-06-25","72",,
"CHM00054511","BEIJING, CH","2013-06-26","79",,
"CHM00054511","BEIJING, CH","2013-06-27","83",,"74"
"CHM00054511","BEIJING, CH","2013-06-28","76",,
"CHM00054511","BEIJING, CH","2013-06-29","74",,"68"
"CHM00054511","BEIJING, CH","2013-06-30","78",,"72"
"CHM00054511","BEIJING, CH","2013-07-01","75",,
"CHM00054511","BEIJING, CH","2013-07-02","86",,"71"
"CHM00054511","BEIJING, CH","2013-07-03","87",,"73"
"CHM00054511","BEIJING, CH","2013-07-04","82",,
"CHM00054511","BEIJING, CH","2013-07-05","86",,"72"
"CHM00054511","BEIJING, CH","2013-07-06","84",,
"CHM00054511","BEIJING, CH","2013-07-07","82",,"73"
"CHM00054511","BEIJING, CH","2013-07-08","78",,"73"
"CHM00054511","BEIJING, CH","2013-07-09","75",,
"CHM00054511","BEIJING, CH","2013-07-10","75",,
"CHM00054511","BEIJING, CH","2013-07-11","77",,
"CHM00054511","BEIJING, CH","2013-07-12","81",,"69"
"CHM00054511","BEIJING, CH","2013-07-13","81",,
"CHM00054511","BEIJING, CH","2013-07-14","79",,
"CHM00054511","BEIJING, CH","2013-07-15","76",,
"CHM00054511","BEIJING, CH","2013-07-16","80",,
"CHM00054511","BEIJING, CH","2013-07-17","82",,"69"
"CHM00054511","BEIJING, CH","2013-07-18","77",,
"CHM00054511","BEIJING, CH","2013-07-19","80",,"73"
"CHM00054511","BEIJING, CH","2013-07-20","83",,
"CHM00054511","BEIJING, CH","2013-07-21","81",,
"CHM00054511","BEIJING, CH","2013-07-22","81",,
"CHM00054511","BEIJING, CH","2013-07-23","80",,
"CHM00054511","BEIJING, CH","2013-07-24","87",,"72"
"CHM00054511","BEIJING, CH","2013-07-25","86",,
"CHM00054511","BEIJING, CH","2013-07-26","78",,
"CHM00054511","BEIJING, CH","2013-07-27","76",,
"CHM00054511","BEIJING, CH","2013-07-28","87",,"75"
"CHM00054511","BEIJING, CH","2013-07-29","82",,
"CHM00054511","BEIJING, CH","2013-07-30","83",,
"CHM00054511","BEIJING, CH","2013-07-31","79",,"70"
"CHM00054511","BEIJING, CH","2013-08-01","74",,
"CHM00054511","BEIJING, CH","2013-08-02","79",,"71"
"CHM00054511","BEIJING, CH","2013-08-03","82",,
"CHM00054511","BEIJING, CH","2013-08-04","79",,
"CHM00054511","BEIJING, CH","2013-08-05","81",,"69"
"CHM00054511","BEIJING, CH","2013-08-06","83",,
"CHM00054511","BEIJING, CH","2013-08-07","78",,
"CHM00054511","BEIJING, CH","2013-08-08","82",,
"CHM00054511","BEIJING, CH","2013-08-09","85",,"73"
"CHM00054511","BEIJING, CH","2013-08-10","85",,
"CHM00054511","BEIJING, CH","2013-08-11","80",,
"CHM00054511","BEIJING, CH","2013-08-12","80",,"75"
"CHM00054511","BEIJING, CH","2013-08-13","82",,
"CHM00054511","BEIJING, CH","2013-08-14","84",,"76"
"CHM00054511","BEIJING, CH","2013-08-15","85",,
"CHM00054511","BEIJING, CH","2013-08-16","84",,"78"
"CHM00054511","BEIJING, CH","2013-08-17","84",,
"CHM00054511","BEIJING, CH","2013-08-18","82",,
"CHM00054511","BEIJING, CH","2013-08-19","82",,"73"
"CHM00054511","BEIJING, CH","2013-08-20","78",,
"CHM00054511","BEIJING, CH","2013-08-21","78",,
"CHM00054511","BEIJING, CH","2013-08-22","76",,
"CHM00054511","BEIJING, CH","2013-08-23","80",,
"CHM00054511","BEIJING, CH","2013-08-24","80",,
"CHM00054511","BEIJING, CH","2013-08-25","82",,
"CHM00054511","BEIJING, CH","2013-08-26","81",,
"CHM00054511","BEIJING, CH","2013-08-27","75",,
"CHM00054511","BEIJING, CH","2013-08-28","73",,
"CHM00054511","BEIJING, CH","2013-08-29","75",,
"CHM00054511","BEIJING, CH","2013-08-30","71",,
"CHM00054511","BEIJING, CH","2013-08-31","74",,
"CHM00054511","BEIJING, CH","2013-09-01","74",,
"CHM00054511","BEIJING, CH","2013-09-02","72",,
"CHM00054511","BEIJING, CH","2013-09-03","74",,
"CHM00054511","BEIJING, CH","2013-09-04","67",,
"CHM00054511","BEIJING, CH","2013-09-05","70",,
"CHM00054511","BEIJING, CH","2013-09-06","70",,
"CHM00054511","BEIJING, CH","2013-09-07","72",,
"CHM00054511","BEIJING, CH","2013-09-08","71",,
"CHM00054511","BEIJING, CH","2013-09-09","70",,
"CHM00054511","BEIJING, CH","2013-09-10","71",,
"CHM00054511","BEIJING, CH","2013-09-11","72",,"62"
"CHM00054511","BEIJING, CH","2013-09-12","72",,"64"
"CHM00054511","BEIJING, CH","2013-09-13","69",,"64"
"CHM00054511","BEIJING, CH","2013-09-14","71",,
"CHM00054511","BEIJING, CH","2013-09-15","69",,
"CHM00054511","BEIJING, CH","2013-09-16","71",,"64"
"CHM00054511","BEIJING, CH","2013-09-17","68","71",
"CHM00054511","BEIJING, CH","2013-09-18","71",,
"CHM00054511","BEIJING, CH","2013-09-19","70",,
"CHM00054511","BEIJING, CH","2013-09-20","72",,
"CHM00054511","BEIJING, CH","2013-09-21","73",,
"CHM00054511","BEIJING, CH","2013-09-22","69",,
"CHM00054511","BEIJING, CH","2013-09-23","56",,
"CHM00054511","BEIJING, CH","2013-09-24","59",,
"CHM00054511","BEIJING, CH","2013-09-25","61",,
"CHM00054511","BEIJING, CH","2013-09-26","61",,
"CHM00054511","BEIJING, CH","2013-09-27","63",,"51"
"CHM00054511","BEIJING, CH","2013-09-28","62",,"56"
"CHM00054511","BEIJING, CH","2013-09-29","64",,"58"
"CHM00054511","BEIJING, CH","2013-09-30","67",,
"CHM00054511","BEIJING, CH","2013-10-01","61",,
"CHM00054511","BEIJING, CH","2013-10-02","60",,
"CHM00054511","BEIJING, CH","2013-10-03","61",,"50"
"CHM00054511","BEIJING, CH","2013-10-04","61",,
"CHM00054511","BEIJING, CH","2013-10-05","63",,
"CHM00054511","BEIJING, CH","2013-10-06","61",,
"CHM00054511","BEIJING, CH","2013-10-07","66",,
"CHM00054511","BEIJING, CH","2013-10-08","61",,
"CHM00054511","BEIJING, CH","2013-10-09","60",,"53"
"CHM00054511","BEIJING, CH","2013-10-10","60",,
"CHM00054511","BEIJING, CH","2013-10-11","59",,"46"
"CHM00054511","BEIJING, CH","2013-10-12","64","72","51"
"CHM00054511","BEIJING, CH","2013-10-13","58",,
"CHM00054511","BEIJING, CH","2013-10-14","48",,
"CHM00054511","BEIJING, CH","2013-10-15","49",,
"CHM00054511","BEIJING, CH","2013-10-16","53",,"38"
"CHM00054511","BEIJING, CH","2013-10-17","51",,"41"
"CHM00054511","BEIJING, CH","2013-10-18","54",,"43"
"CHM00054511","BEIJING, CH","2013-10-19","55",,
"CHM00054511","BEIJING, CH","2013-10-20","53",,
"CHM00054511","BEIJING, CH","2013-10-21","51",,
"CHM00054511","BEIJING, CH","2013-10-22","52",,
"CHM00054511","BEIJING, CH","2013-10-23","50",,
