"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"CHM00054511","BEIJING, CH","2007-11-16","34","45","23"
"CHM00054511","BEIJING, CH","2007-11-17","38","52","28"
"CHM00054511","BEIJING, CH","2007-11-18","37","44","28"
"CHM00054511","BEIJING, CH","2007-11-19","38","49","32"
"CHM00054511","BEIJING, CH","2007-11-20","42","55","34"
"CHM00054511","BEIJING, CH","2007-11-21","41","50","32"
"CHM00054511","BEIJING, CH","2007-11-22","42","44","37"
"CHM00054511","BEIJING, CH","2007-11-23","42","55","36"
"CHM00054511","BEIJING, CH","2007-11-24","37","47","32"
"CHM00054511","BEIJING, CH","2007-11-25","41","55","32"
"CHM00054511","BEIJING, CH","2007-11-26","39","46","32"
"CHM00054511","BEIJING, CH","2007-11-27","39","51","27"
"CHM00054511","BEIJING, CH","2007-11-28","37","47","29"
"CHM00054511","BEIJING, CH","2007-11-29","40","45","34"
"CHM00054511","BEIJING, CH","2007-11-30","34","44","25"
"CHM00054511","BEIJING, CH","2007-12-01","35","44","26"
"CHM00054511","BEIJING, CH","2007-12-02","38","47","29"
"CHM00054511","BEIJING, CH","2007-12-03","36","42","31"
"CHM00054511","BEIJING, CH","2007-12-04","33","43","24"
"CHM00054511","BEIJING, CH","2007-12-05","32","41","25"
"CHM00054511","BEIJING, CH","2007-12-06","38","44","31"
"CHM00054511","BEIJING, CH","2007-12-07","35","44","29"
"CHM00054511","BEIJING, CH","2007-12-08","33","44","24"
"CHM00054511","BEIJING, CH","2007-12-09","32","37","28"
"CHM00054511","BEIJING, CH","2007-12-10","33","35","31"
"CHM00054511","BEIJING, CH","2007-12-11","35","40","32"
"CHM00054511","BEIJING, CH","2007-12-12","29","37","24"
"CHM00054511","BEIJING, CH","2007-12-13","32","42","24"
"CHM00054511","BEIJING, CH","2007-12-14","33","46","22"
"CHM00054511","BEIJING, CH","2007-12-15","33","43","23"
"CHM00054511","BEIJING, CH","2007-12-16","32","45","22"
"CHM00054511","BEIJING, CH","2007-12-17","32","38","26"
"CHM00054511","BEIJING, CH","2007-12-18","32","42","26"
"CHM00054511","BEIJING, CH","2007-12-19","33","45","25"
"CHM00054511","BEIJING, CH","2007-12-20","33","47","24"
"CHM00054511","BEIJING, CH","2007-12-21","32","39","24"
"CHM00054511","BEIJING, CH","2007-12-22","33","38","29"
"CHM00054511","BEIJING, CH","2007-12-23","39","48","28"
"CHM00054511","BEIJING, CH","2007-12-24","32","40","27"
"CHM00054511","BEIJING, CH","2007-12-25","32","41","27"
"CHM00054511","BEIJING, CH","2007-12-26","30","38","25"
"CHM00054511","BEIJING, CH","2007-12-27","31","33","27"
"CHM00054511","BEIJING, CH","2007-12-28","33","35","32"
"CHM00054511","BEIJING, CH","2007-12-29","28","33","26"
"CHM00054511","BEIJING, CH","2007-12-30","30","37","23"
"CHM00054511","BEIJING, CH","2007-12-31","29","35","26"
"CHM00054511","BEIJING, CH","2008-01-01","30","39","24"
"CHM00054511","BEIJING, CH","2008-01-02","30","43","19"
"CHM00054511","BEIJING, CH","2008-01-03","36","45","27"
"CHM00054511","BEIJING, CH","2008-01-04","31","42","22"
"CHM00054511","BEIJING, CH","2008-01-05","28","40","20"
"CHM00054511","BEIJING, CH","2008-01-06","35","47","24"
"CHM00054511","BEIJING, CH","2008-01-07","32","43","23"
"CHM00054511","BEIJING, CH","2008-01-08","35","47","26"
"CHM00054511","BEIJING, CH","2008-01-09","29","37","24"
"CHM00054511","BEIJING, CH","2008-01-10","24","30","18"
"CHM00054511","BEIJING, CH","2008-01-11","30","40","21"
"CHM00054511","BEIJING, CH","2008-01-12","26","35","22"
"CHM00054511","BEIJING, CH","2008-01-13","22","26","18"
"CHM00054511","BEIJING, CH","2008-01-14","20","23","16"
"CHM00054511","BEIJING, CH","2008-01-15","20","29","14"
"CHM00054511","BEIJING, CH","2008-01-16","24","31","18"
"CHM00054511","BEIJING, CH","2008-01-17","22","25","19"
"CHM00054511","BEIJING, CH","2008-01-18","24","28","20"
"CHM00054511","BEIJING, CH","2008-01-19","22","28","17"
"CHM00054511","BEIJING, CH","2008-01-20","27","32","22"
"CHM00054511","BEIJING, CH","2008-01-21","25","30","23"
"CHM00054511","BEIJING, CH","2008-01-22","24","31","20"
"CHM00054511","BEIJING, CH","2008-01-23","20","26","15"
"CHM00054511","BEIJING, CH","2008-01-24","24","32","16"
"CHM00054511","BEIJING, CH","2008-01-25","25","32","18"
"CHM00054511","BEIJING, CH","2008-01-26","27","37","22"
"CHM00054511","BEIJING, CH","2008-01-27","27","36","18"
"CHM00054511","BEIJING, CH","2008-01-28","30","36","26"
"CHM00054511","BEIJING, CH","2008-01-29","25","31","20"
"CHM00054511","BEIJING, CH","2008-01-30","26","35","18"
"CHM00054511","BEIJING, CH","2008-01-31","27","38","20"
"CHM00054511","BEIJING, CH","2008-02-01","30","38","24"
"CHM00054511","BEIJING, CH","2008-02-02","29","39","19"
"CHM00054511","BEIJING, CH","2008-02-03","28","37","21"
"CHM00054511","BEIJING, CH","2008-02-04","26","34","17"
"CHM00054511","BEIJING, CH","2008-02-05","29","34","22"
"CHM00054511","BEIJING, CH","2008-02-06","28","37","22"
"CHM00054511","BEIJING, CH","2008-02-07","28","37","19"
"CHM00054511","BEIJING, CH","2008-02-08","28","34","22"
"CHM00054511","BEIJING, CH","2008-02-09","28","38","19"
"CHM00054511","BEIJING, CH","2008-02-10","30","42","17"
"CHM00054511","BEIJING, CH","2008-02-11","28","37","24"
"CHM00054511","BEIJING, CH","2008-02-12","24","36","15"
"CHM00054511","BEIJING, CH","2008-02-13","32","42","18"
"CHM00054511","BEIJING, CH","2008-02-14","34","45","22"
"CHM00054511","BEIJING, CH","2008-02-15","30","40","22"
"CHM00054511","BEIJING, CH","2008-02-16","32","45","19"
"CHM00054511","BEIJING, CH","2008-02-17","32","41","24"
"CHM00054511","BEIJING, CH","2008-02-18","30","40","24"
"CHM00054511","BEIJING, CH","2008-02-19","37","55","23"
"CHM00054511","BEIJING, CH","2008-02-20","39","55","28"
"CHM00054511","BEIJING, CH","2008-02-21","38","52","27"
"CHM00054511","BEIJING, CH","2008-02-22","42","50","35"
"CHM00054511","BEIJING, CH","2008-02-23","31","42","26"
"CHM00054511","BEIJING, CH","2008-02-24","29","34","23"
"CHM00054511","BEIJING, CH","2008-02-25","33","42","27"
"CHM00054511","BEIJING, CH","2008-02-26","41","50","30"
"CHM00054511","BEIJING, CH","2008-02-27","49","61","32"
"CHM00054511","BEIJING, CH","2008-02-28","47","60","30"
"CHM00054511","BEIJING, CH","2008-02-29","48","57","40"
"CHM00054511","BEIJING, CH","2008-03-01","45","53","38"
"CHM00054511","BEIJING, CH","2008-03-02","47","52","42"
"CHM00054511","BEIJING, CH","2008-03-03","47","55","39"
"CHM00054511","BEIJING, CH","2008-03-04","45","57","32"
"CHM00054511","BEIJING, CH","2008-03-05","45","58","32"
"CHM00054511","BEIJING, CH","2008-03-06","48","57","36"
"CHM00054511","BEIJING, CH","2008-03-07","48","60","33"
"CHM00054511","BEIJING, CH","2008-03-08","46","53","39"
"CHM00054511","BEIJING, CH","2008-03-09","49","63","36"
"CHM00054511","BEIJING, CH","2008-03-10","55","72","38"
"CHM00054511","BEIJING, CH","2008-03-11","51","63","42"
"CHM00054511","BEIJING, CH","2008-03-12","45","51","38"
"CHM00054511","BEIJING, CH","2008-03-13","50","57","43"
"CHM00054511","BEIJING, CH","2008-03-14","48","56","36"
"CHM00054511","BEIJING, CH","2008-03-15","53","64","44"
"CHM00054511","BEIJING, CH","2008-03-16","51","63","37"
"CHM00054511","BEIJING, CH","2008-03-17","50","61","40"
"CHM00054511","BEIJING, CH","2008-03-18","49","56","47"
"CHM00054511","BEIJING, CH","2008-03-19","45","55","34"
"CHM00054511","BEIJING, CH","2008-03-20","47","57","39"
"CHM00054511","BEIJING, CH","2008-03-21","46","52","39"
"CHM00054511","BEIJING, CH","2008-03-22","49","54","40"
"CHM00054511","BEIJING, CH","2008-03-23","57","67","46"
"CHM00054511","BEIJING, CH","2008-03-24","49","65","42"
"CHM00054511","BEIJING, CH","2008-03-25","50","58","40"
"CHM00054511","BEIJING, CH","2008-03-26","51","63","38"
"CHM00054511","BEIJING, CH","2008-03-27","51","58","41"
"CHM00054511","BEIJING, CH","2008-03-28","42","53","39"
"CHM00054511","BEIJING, CH","2008-03-29","40","45","37"
"CHM00054511","BEIJING, CH","2008-03-30","49","62","35"
"CHM00054511","BEIJING, CH","2008-03-31","53","62","40"
"CHM00054511","BEIJING, CH","2008-04-01","53","61","48"
"CHM00054511","BEIJING, CH","2008-04-02","55","63","48"
"CHM00054511","BEIJING, CH","2008-04-03","56","67","42"
"CHM00054511","BEIJING, CH","2008-04-04","61","74","42"
"CHM00054511","BEIJING, CH","2008-04-05","61","71","49"
"CHM00054511","BEIJING, CH","2008-04-06","59","66","54"
"CHM00054511","BEIJING, CH","2008-04-07","56","67","49"
"CHM00054511","BEIJING, CH","2008-04-08","57","61","53"
"CHM00054511","BEIJING, CH","2008-04-09","61","72","52"
"CHM00054511","BEIJING, CH","2008-04-10","56","64","49"
"CHM00054511","BEIJING, CH","2008-04-11","54","62","46"
"CHM00054511","BEIJING, CH","2008-04-12","54","61","49"
"CHM00054511","BEIJING, CH","2008-04-13","60","78","43"
"CHM00054511","BEIJING, CH","2008-04-14","67","81","51"
"CHM00054511","BEIJING, CH","2008-04-15","66","77","55"
"CHM00054511","BEIJING, CH","2008-04-16","69","80","56"
"CHM00054511","BEIJING, CH","2008-04-17","69","83","55"
"CHM00054511","BEIJING, CH","2008-04-18","70","80","57"
"CHM00054511","BEIJING, CH","2008-04-19","67","72","61"
"CHM00054511","BEIJING, CH","2008-04-20","56","68","53"
"CHM00054511","BEIJING, CH","2008-04-21","54","60","51"
"CHM00054511","BEIJING, CH","2008-04-22","55","61","51"
"CHM00054511","BEIJING, CH","2008-04-23","56","70","40"
"CHM00054511","BEIJING, CH","2008-04-24","57","66","50"
"CHM00054511","BEIJING, CH","2008-04-25","60","68","54"
"CHM00054511","BEIJING, CH","2008-04-26","60","70","45"
"CHM00054511","BEIJING, CH","2008-04-27","61","68","52"
"CHM00054511","BEIJING, CH","2008-04-28","63","73","54"
"CHM00054511","BEIJING, CH","2008-04-29","69","82","58"
"CHM00054511","BEIJING, CH","2008-04-30","74","88","62"
"CHM00054511","BEIJING, CH","2008-05-01","69","78","62"
"CHM00054511","BEIJING, CH","2008-05-02","69","80","61"
"CHM00054511","BEIJING, CH","2008-05-03","63","74","56"
"CHM00054511","BEIJING, CH","2008-05-04","62","76","47"
"CHM00054511","BEIJING, CH","2008-05-05","66","79","49"
"CHM00054511","BEIJING, CH","2008-05-06","73","84","61"
"CHM00054511","BEIJING, CH","2008-05-07","65","74","62"
"CHM00054511","BEIJING, CH","2008-05-08","67","77","55"
"CHM00054511","BEIJING, CH","2008-05-09","62","70","56"
"CHM00054511","BEIJING, CH","2008-05-10","63","71","56"
"CHM00054511","BEIJING, CH","2008-05-11","52","65","48"
"CHM00054511","BEIJING, CH","2008-05-12","56","63","48"
"CHM00054511","BEIJING, CH","2008-05-13","62","73","47"
"CHM00054511","BEIJING, CH","2008-05-14","62","73","56"
"CHM00054511","BEIJING, CH","2008-05-15","65","76","53"
"CHM00054511","BEIJING, CH","2008-05-16","70","78","62"
"CHM00054511","BEIJING, CH","2008-05-17","61","72","58"
"CHM00054511","BEIJING, CH","2008-05-18","65","79","50"
"CHM00054511","BEIJING, CH","2008-05-19","71","82","58"
"CHM00054511","BEIJING, CH","2008-05-20","69","81","58"
"CHM00054511","BEIJING, CH","2008-05-21","76","87","62"
"CHM00054511","BEIJING, CH","2008-05-22","73","84","64"
"CHM00054511","BEIJING, CH","2008-05-23","76","90","65"
"CHM00054511","BEIJING, CH","2008-05-24","80","90","70"
"CHM00054511","BEIJING, CH","2008-05-25","78","92","65"
"CHM00054511","BEIJING, CH","2008-05-26","77","90","68"
"CHM00054511","BEIJING, CH","2008-05-27","79","85","74"
"CHM00054511","BEIJING, CH","2008-05-28","76","85","60"
"CHM00054511","BEIJING, CH","2008-05-29","70","79","63"
"CHM00054511","BEIJING, CH","2008-05-30","73","83","64"
"CHM00054511","BEIJING, CH","2008-05-31","71","82","62"
"CHM00054511","BEIJING, CH","2008-06-01","73","80","67"
"CHM00054511","BEIJING, CH","2008-06-02","71","80","58"
"CHM00054511","BEIJING, CH","2008-06-03","63","72","59"
"CHM00054511","BEIJING, CH","2008-06-04","68","78","59"
"CHM00054511","BEIJING, CH","2008-06-05","70","79","60"
"CHM00054511","BEIJING, CH","2008-06-06","71","78","67"
"CHM00054511","BEIJING, CH","2008-06-07","71","78","65"
"CHM00054511","BEIJING, CH","2008-06-08","76","88","65"
"CHM00054511","BEIJING, CH","2008-06-09","77","88","64"
"CHM00054511","BEIJING, CH","2008-06-10","76","85","68"
"CHM00054511","BEIJING, CH","2008-06-11","79","87","66"
"CHM00054511","BEIJING, CH","2008-06-12","78","87","68"
"CHM00054511","BEIJING, CH","2008-06-13","75","83","70"
"CHM00054511","BEIJING, CH","2008-06-14","70","74","67"
"CHM00054511","BEIJING, CH","2008-06-15","74","82","65"
"CHM00054511","BEIJING, CH","2008-06-16","74","82","64"
"CHM00054511","BEIJING, CH","2008-06-17","69","78","63"
"CHM00054511","BEIJING, CH","2008-06-18","71","80","63"
"CHM00054511","BEIJING, CH","2008-06-19","78","86","69"
"CHM00054511","BEIJING, CH","2008-06-20","80","89","73"
"CHM00054511","BEIJING, CH","2008-06-21","83","93","73"
"CHM00054511","BEIJING, CH","2008-06-22","82","93","72"
"CHM00054511","BEIJING, CH","2008-06-23","75","90","71"
"CHM00054511","BEIJING, CH","2008-06-24","75","81","67"
"CHM00054511","BEIJING, CH","2008-06-25","76","80","71"
"CHM00054511","BEIJING, CH","2008-06-26","72","78","68"
"CHM00054511","BEIJING, CH","2008-06-27","73","79","68"
"CHM00054511","BEIJING, CH","2008-06-28","74","79","66"
"CHM00054511","BEIJING, CH","2008-06-29","73","76","69"
"CHM00054511","BEIJING, CH","2008-06-30","76","81","72"
"CHM00054511","BEIJING, CH","2008-07-01","72","76","71"
"CHM00054511","BEIJING, CH","2008-07-02","77","85","71"
"CHM00054511","BEIJING, CH","2008-07-03","85","97","74"
"CHM00054511","BEIJING, CH","2008-07-04","84","95","76"
"CHM00054511","BEIJING, CH","2008-07-05","76","81","72"
"CHM00054511","BEIJING, CH","2008-07-06","83","94","69"
"CHM00054511","BEIJING, CH","2008-07-07","82","91","74"
"CHM00054511","BEIJING, CH","2008-07-08","77","83","75"
"CHM00054511","BEIJING, CH","2008-07-09","78","85","71"
"CHM00054511","BEIJING, CH","2008-07-10","82","89","76"
"CHM00054511","BEIJING, CH","2008-07-11","81","88","76"
"CHM00054511","BEIJING, CH","2008-07-12","85","97","73"
"CHM00054511","BEIJING, CH","2008-07-13","84","94","72"
"CHM00054511","BEIJING, CH","2008-07-14","78","87","73"
"CHM00054511","BEIJING, CH","2008-07-15","74","85","65"
"CHM00054511","BEIJING, CH","2008-07-16","81","93","72"
"CHM00054511","BEIJING, CH","2008-07-17","85","94","75"
"CHM00054511","BEIJING, CH","2008-07-18","79","86","71"
"CHM00054511","BEIJING, CH","2008-07-19","78","88","72"
"CHM00054511","BEIJING, CH","2008-07-20","81","91","73"
"CHM00054511","BEIJING, CH","2008-07-21","81","91","72"
"CHM00054511","BEIJING, CH","2008-07-22","84","93","74"
"CHM00054511","BEIJING, CH","2008-07-23","84","92","75"
"CHM00054511","BEIJING, CH","2008-07-24","83","91","75"
"CHM00054511","BEIJING, CH","2008-07-25","84","92","76"
"CHM00054511","BEIJING, CH","2008-07-26","86","93","79"
"CHM00054511","BEIJING, CH","2008-07-27","84","91","77"
"CHM00054511","BEIJING, CH","2008-07-28","84","92","76"
"CHM00054511","BEIJING, CH","2008-07-29","80","87","74"
"CHM00054511","BEIJING, CH","2008-07-30","79","86","73"
"CHM00054511","BEIJING, CH","2008-07-31","80","87","76"
"CHM00054511","BEIJING, CH","2008-08-01","81","90","77"
"CHM00054511","BEIJING, CH","2008-08-02","83","93","72"
"CHM00054511","BEIJING, CH","2008-08-03","84","94","72"
"CHM00054511","BEIJING, CH","2008-08-04","83","91","76"
"CHM00054511","BEIJING, CH","2008-08-05","83","93","75"
"CHM00054511","BEIJING, CH","2008-08-06","83","90","77"
"CHM00054511","BEIJING, CH","2008-08-07","83","91","76"
"CHM00054511","BEIJING, CH","2008-08-08","86","92","79"
"CHM00054511","BEIJING, CH","2008-08-09","86","94","80"
"CHM00054511","BEIJING, CH","2008-08-10","80","88","74"
"CHM00054511","BEIJING, CH","2008-08-11","75","81","70"
"CHM00054511","BEIJING, CH","2008-08-12","79","85","71"
"CHM00054511","BEIJING, CH","2008-08-13","80","86","75"
"CHM00054511","BEIJING, CH","2008-08-14","75","84","68"
"CHM00054511","BEIJING, CH","2008-08-15","78","86","69"
"CHM00054511","BEIJING, CH","2008-08-16","78","86","68"
"CHM00054511","BEIJING, CH","2008-08-17","73","80","71"
"CHM00054511","BEIJING, CH","2008-08-18","75","85","65"
"CHM00054511","BEIJING, CH","2008-08-19","79","87","71"
"CHM00054511","BEIJING, CH","2008-08-20","80","88","72"
"CHM00054511","BEIJING, CH","2008-08-21","71","81","68"
"CHM00054511","BEIJING, CH","2008-08-22","76","89","65"
"CHM00054511","BEIJING, CH","2008-08-23","81","95","69"
"CHM00054511","BEIJING, CH","2008-08-24","83","91","73"
"CHM00054511","BEIJING, CH","2008-08-25","79","87","71"
"CHM00054511","BEIJING, CH","2008-08-26","76","82","71"
"CHM00054511","BEIJING, CH","2008-08-27","76","83","69"
"CHM00054511","BEIJING, CH","2008-08-28","78","87","72"
"CHM00054511","BEIJING, CH","2008-08-29","76","86","73"
"CHM00054511","BEIJING, CH","2008-08-30","72","74","68"
"CHM00054511","BEIJING, CH","2008-08-31","73","83","65"
"CHM00054511","BEIJING, CH","2008-09-01","74","88","60"
"CHM00054511","BEIJING, CH","2008-09-02","78","91","64"
"CHM00054511","BEIJING, CH","2008-09-03","75","87","69"
"CHM00054511","BEIJING, CH","2008-09-04","73","82","64"
"CHM00054511","BEIJING, CH","2008-09-05","74","85","64"
"CHM00054511","BEIJING, CH","2008-09-06","76","83","68"
"CHM00054511","BEIJING, CH","2008-09-07","71","78","67"
"CHM00054511","BEIJING, CH","2008-09-08","72","80","65"
"CHM00054511","BEIJING, CH","2008-09-09","71","75","68"
"CHM00054511","BEIJING, CH","2008-09-10","72","82","65"
"CHM00054511","BEIJING, CH","2008-09-11","73","86","60"
"CHM00054511","BEIJING, CH","2008-09-12","75","89","63"
"CHM00054511","BEIJING, CH","2008-09-13","73","81","67"
"CHM00054511","BEIJING, CH","2008-09-14","74","84","63"
"CHM00054511","BEIJING, CH","2008-09-15","74","89","64"
"CHM00054511","BEIJING, CH","2008-09-16","72","84","65"
"CHM00054511","BEIJING, CH","2008-09-17","72","83","65"
"CHM00054511","BEIJING, CH","2008-09-18","75","85","67"
"CHM00054511","BEIJING, CH","2008-09-19","70","75","66"
"CHM00054511","BEIJING, CH","2008-09-20","72","83","62"
"CHM00054511","BEIJING, CH","2008-09-21","70","78","67"
"CHM00054511","BEIJING, CH","2008-09-22","73","83","66"
"CHM00054511","BEIJING, CH","2008-09-23","65","73","62"
"CHM00054511","BEIJING, CH","2008-09-24","54","64","53"
"CHM00054511","BEIJING, CH","2008-09-25","63","74","53"
"CHM00054511","BEIJING, CH","2008-09-26","62","69","51"
"CHM00054511","BEIJING, CH","2008-09-27","60","69","51"
"CHM00054511","BEIJING, CH","2008-09-28","59","65","55"
"CHM00054511","BEIJING, CH","2008-09-29","57","63","52"
"CHM00054511","BEIJING, CH","2008-09-30","63","74","53"
"CHM00054511","BEIJING, CH","2008-10-01","63","75","54"
"CHM00054511","BEIJING, CH","2008-10-02","66","79","57"
"CHM00054511","BEIJING, CH","2008-10-03","66","74","61"
"CHM00054511","BEIJING, CH","2008-10-04","60","64","57"
"CHM00054511","BEIJING, CH","2008-10-05","53","58","50"
"CHM00054511","BEIJING, CH","2008-10-06","55","66","44"
"CHM00054511","BEIJING, CH","2008-10-07","57","67","46"
"CHM00054511","BEIJING, CH","2008-10-08","61","72","52"
"CHM00054511","BEIJING, CH","2008-10-09","54","60","48"
"CHM00054511","BEIJING, CH","2008-10-10","58","70","44"
"CHM00054511","BEIJING, CH","2008-10-11","59","72","44"
"CHM00054511","BEIJING, CH","2008-10-12","60","75","44"
"CHM00054511","BEIJING, CH","2008-10-13","60","73","51"
"CHM00054511","BEIJING, CH","2008-10-14","62","78","47"
"CHM00054511","BEIJING, CH","2008-10-15","65","81","52"
"CHM00054511","BEIJING, CH","2008-10-16","65","79","56"
"CHM00054511","BEIJING, CH","2008-10-17","62","75","53"
"CHM00054511","BEIJING, CH","2008-10-18","62","73","57"
"CHM00054511","BEIJING, CH","2008-10-19","61","76","50"
"CHM00054511","BEIJING, CH","2008-10-20","59","69","49"
"CHM00054511","BEIJING, CH","2008-10-21","63","69","58"
"CHM00054511","BEIJING, CH","2008-10-22","63","66","61"
"CHM00054511","BEIJING, CH","2008-10-23","53","63","49"
"CHM00054511","BEIJING, CH","2008-10-24","49","59","42"
"CHM00054511","BEIJING, CH","2008-10-25","53","62","38"
"CHM00054511","BEIJING, CH","2008-10-26","56","63","44"
"CHM00054511","BEIJING, CH","2008-10-27","55","65","45"
"CHM00054511","BEIJING, CH","2008-10-28","53","67","41"
"CHM00054511","BEIJING, CH","2008-10-29","49","56","47"
"CHM00054511","BEIJING, CH","2008-10-30","48","56","39"
"CHM00054511","BEIJING, CH","2008-10-31","53","65","39"
"CHM00054511","BEIJING, CH","2008-11-01","50","66","38"
"CHM00054511","BEIJING, CH","2008-11-02","51","64","40"
"CHM00054511","BEIJING, CH","2008-11-03","53","61","45"
"CHM00054511","BEIJING, CH","2008-11-04","48","61","37"
"CHM00054511","BEIJING, CH","2008-11-05","50","67","37"
"CHM00054511","BEIJING, CH","2008-11-06","59","70","47"
"CHM00054511","BEIJING, CH","2008-11-07","50","58","41"
"CHM00054511","BEIJING, CH","2008-11-08","42","47","39"
"CHM00054511","BEIJING, CH","2008-11-09","42","57","30"
"CHM00054511","BEIJING, CH","2008-11-10","42","55","33"
"CHM00054511","BEIJING, CH","2008-11-11","40","50","33"
"CHM00054511","BEIJING, CH","2008-11-12","44","51","37"
"CHM00054511","BEIJING, CH","2008-11-13","49","60","42"
"CHM00054511","BEIJING, CH","2008-11-14","45","52","38"
"CHM00054511","BEIJING, CH","2008-11-15","45","54","36"
"CHM00054511","BEIJING, CH","2008-11-16","41","53","30"
"CHM00054511","BEIJING, CH","2008-11-17","38","45","28"
"CHM00054511","BEIJING, CH","2008-11-18","34","40","26"
"CHM00054511","BEIJING, CH","2008-11-19","31","40","22"
"CHM00054511","BEIJING, CH","2008-11-20","39","57","24"
"CHM00054511","BEIJING, CH","2008-11-21","41","52","30"
"CHM00054511","BEIJING, CH","2008-11-22","39","57","30"
"CHM00054511","BEIJING, CH","2008-11-23","38","46","31"
"CHM00054511","BEIJING, CH","2008-11-24","43","52","36"
"CHM00054511","BEIJING, CH","2008-11-25","44","51","40"
"CHM00054511","BEIJING, CH","2008-11-26","38","48","33"
"CHM00054511","BEIJING, CH","2008-11-27","39","47","34"
"CHM00054511","BEIJING, CH","2008-11-28","40","54","28"
"CHM00054511","BEIJING, CH","2008-11-29","45","54","32"
"CHM00054511","BEIJING, CH","2008-11-30","41","55","31"
"CHM00054511","BEIJING, CH","2008-12-01","45","56","34"
"CHM00054511","BEIJING, CH","2008-12-02","38","49","29"
"CHM00054511","BEIJING, CH","2008-12-03","43","50","36"
"CHM00054511","BEIJING, CH","2008-12-04","27","44","17"
"CHM00054511","BEIJING, CH","2008-12-05","21","28","14"
"CHM00054511","BEIJING, CH","2008-12-06","27","35","18"
"CHM00054511","BEIJING, CH","2008-12-07","29","40","19"
"CHM00054511","BEIJING, CH","2008-12-08","34","45","24"
"CHM00054511","BEIJING, CH","2008-12-09","36","46","29"
"CHM00054511","BEIJING, CH","2008-12-10","35","41","31"
"CHM00054511","BEIJING, CH","2008-12-11","28","36","22"
"CHM00054511","BEIJING, CH","2008-12-12","31","39","24"
"CHM00054511","BEIJING, CH","2008-12-13","31","39","22"
"CHM00054511","BEIJING, CH","2008-12-14","32","44","21"
"CHM00054511","BEIJING, CH","2008-12-15","34","50","24"
"CHM00054511","BEIJING, CH","2008-12-16","31","41","25"
"CHM00054511","BEIJING, CH","2008-12-17","36","48","31"
"CHM00054511","BEIJING, CH","2008-12-18","30","39","20"
"CHM00054511","BEIJING, CH","2008-12-19","32","44","24"
"CHM00054511","BEIJING, CH","2008-12-20","29","34","22"
"CHM00054511","BEIJING, CH","2008-12-21","17","29","11"
"CHM00054511","BEIJING, CH","2008-12-22","18","30","8"
"CHM00054511","BEIJING, CH","2008-12-23","25","40","15"
"CHM00054511","BEIJING, CH","2008-12-24","29","41","18"
"CHM00054511","BEIJING, CH","2008-12-25","31","38","27"
"CHM00054511","BEIJING, CH","2008-12-26","27","38","18"
"CHM00054511","BEIJING, CH","2008-12-27","29","37","22"
"CHM00054511","BEIJING, CH","2008-12-28","28","32","24"
"CHM00054511","BEIJING, CH","2008-12-29","29","35","24"
"CHM00054511","BEIJING, CH","2008-12-30","28","35","23"
"CHM00054511","BEIJING, CH","2008-12-31","28","33","23"
"CHM00054511","BEIJING, CH","2009-01-01","25","33","18"
"CHM00054511","BEIJING, CH","2009-01-02","25","36","15"
"CHM00054511","BEIJING, CH","2009-01-03","29","36","19"
"CHM00054511","BEIJING, CH","2009-01-04","25","34","20"
"CHM00054511","BEIJING, CH","2009-01-05","25","36","18"
"CHM00054511","BEIJING, CH","2009-01-06","28","40","20"
"CHM00054511","BEIJING, CH","2009-01-07","27","38","17"
"CHM00054511","BEIJING, CH","2009-01-08","28","32","24"
"CHM00054511","BEIJING, CH","2009-01-09","23","33","14"
"CHM00054511","BEIJING, CH","2009-01-10","26","37","13"
"CHM00054511","BEIJING, CH","2009-01-11","25","32","20"
"CHM00054511","BEIJING, CH","2009-01-12","26","34","20"
"CHM00054511","BEIJING, CH","2009-01-13","27","43","15"
"CHM00054511","BEIJING, CH","2009-01-14","24","33","15"
"CHM00054511","BEIJING, CH","2009-01-15","23","35","13"
"CHM00054511","BEIJING, CH","2009-01-16","26","36","16"
"CHM00054511","BEIJING, CH","2009-01-17","27","31","24"
"CHM00054511","BEIJING, CH","2009-01-18","31","46","18"
"CHM00054511","BEIJING, CH","2009-01-19","30","43","20"
"CHM00054511","BEIJING, CH","2009-01-20","33","48","23"
"CHM00054511","BEIJING, CH","2009-01-21","30","37","24"
"CHM00054511","BEIJING, CH","2009-01-22","21","36","13"
"CHM00054511","BEIJING, CH","2009-01-23","15","20","11"
"CHM00054511","BEIJING, CH","2009-01-24","24","32","14"
"CHM00054511","BEIJING, CH","2009-01-25","30","36","20"
"CHM00054511","BEIJING, CH","2009-01-26","29","41","16"
"CHM00054511","BEIJING, CH","2009-01-27","24","38","15"
"CHM00054511","BEIJING, CH","2009-01-28","30","44","19"
"CHM00054511","BEIJING, CH","2009-01-29","33","46","21"
"CHM00054511","BEIJING, CH","2009-01-30","31","41","22"
"CHM00054511","BEIJING, CH","2009-01-31","29","40","20"
"CHM00054511","BEIJING, CH","2009-02-01","29","39","23"
"CHM00054511","BEIJING, CH","2009-02-02","33","49","23"
"CHM00054511","BEIJING, CH","2009-02-03","31","39","23"
"CHM00054511","BEIJING, CH","2009-02-04","28","38","20"
"CHM00054511","BEIJING, CH","2009-02-05","35","49","24"
"CHM00054511","BEIJING, CH","2009-02-06","33","43","24"
"CHM00054511","BEIJING, CH","2009-02-07","41","55","26"
